element_id,odia_element,english_equivalent,element_type,poetic_context,usage_example_odia,usage_example_english,complexity_level
3243,ପଶ୍ଚାତାପ,remorse,vocabulary,"Regret, repentance, guilt",ପଶ୍ଚାତାପ ର ମଧୁର କିରଣ,Sweet rays of the remorse,advanced
3244,ଦୟା,pity,vocabulary,"Compassion, mercy, sympathy",ଦୟା ର ମଧୁର କିରଣ,Sweet rays of the pity,advanced
3245,କରୁଣା,compassion,vocabulary,"Mercy, pity, kindness",କରୁଣା ର ମଧୁର କିରଣ,Sweet rays of the compassion,advanced
3246,ସହାନୁଭୂତି,sympathy,vocabulary,"Understanding, compassion, empathy",ସହାନୁଭୂତି ର ମଧୁର କିରଣ,Sweet rays of the sympathy,advanced
3247,ଅନୁକମ୍ପା,empathy,vocabulary,"Understanding, compassion, sympathy",ଅନୁକମ୍ପା ର ମଧୁର କିରଣ,Sweet rays of the empathy,advanced
3248,ପ୍ରେମ,love,vocabulary,"Affection, fondness, devotion",ପ୍ରେମ ର ମଧୁର କିରଣ,Sweet rays of the love,advanced
3249,ସ୍ନେହ,affection,vocabulary,"Love, fondness, tenderness",ସ୍ନେହ ର ମଧୁର କିରଣ,Sweet rays of the affection,advanced
3250,ଆସକ୍ତି,attachment,vocabulary,"Affection, fondness, devotion",ଆସକ୍ତି ର ମଧୁର କିରଣ,Sweet rays of the attachment,advanced
3251,ଅନୁରାଗ,passion,vocabulary,"Love, affection, devotion",ଅନୁରାଗ ର ମଧୁର କିରଣ,Sweet rays of the passion,advanced
3252,ମମତା,motherly love,vocabulary,"Affection, care, tenderness",ମମତା ର ମଧୁର କିରଣ,Sweet rays of the motherly love,advanced
3253,ବାତ୍ସଲ୍ୟ,parental love,vocabulary,"Affection, tenderness, care",ବାତ୍ସଲ୍ୟ ର ମଧୁର କିରଣ,Sweet rays of the parental love,advanced
3254,ସହୃଦୟତା,kindheartedness,vocabulary,"Compassion, kindness, generosity",ସହୃଦୟତା ର ମଧୁର କିରଣ,Sweet rays of the kindheartedness,advanced
3255,ଉଦାରତା,generosity,vocabulary,"Kindness, magnanimity, liberality",ଉଦାରତା ର ମଧୁର କିରଣ,Sweet rays of the generosity,advanced
3256,ଦାକ୍ଷିଣ୍ୟ,courtesy,vocabulary,"Politeness, kindness, gentleness",ଦାକ୍ଷିଣ୍ୟ ର ମଧୁର କିରଣ,Sweet rays of the courtesy,advanced
3257,ଶିଷ୍ଟତା,politeness,vocabulary,"Courtesy, manners, refinement",ଶିଷ୍ଟତା ର ମଧୁର କିରଣ,Sweet rays of the politeness,advanced
3258,ସଭ୍ୟତା,civility,vocabulary,"Politeness, courtesy, refinement",ସଭ୍ୟତା ର ମଧୁର କିରଣ,Sweet rays of the civility,advanced
3259,ସାଧୁତା,goodness,vocabulary,"Virtue, morality, righteousness",ସାଧୁତା ର ମଧୁର କିରଣ,Sweet rays of the goodness,advanced
3260,ସଦ୍ଗୁଣ,virtue,vocabulary,"Good quality, merit, excellence",ସଦ୍ଗୁଣ ର ମଧୁର କିରଣ,Sweet rays of the virtue,advanced
3261,ଉତ୍କର୍ଷ,excellence,vocabulary,"Superiority, distinction, merit",ଉତ୍କର୍ଷ ର ମଧୁର କିରଣ,Sweet rays of the excellence,advanced
3262,ଗୁଣବତ୍ତା,quality,vocabulary,"Merit, virtue, excellence",ଗୁଣବତ୍ତା ର ମଧୁର କିରଣ,Sweet rays of the quality,advanced
3263,ମହତ୍ତ୍ୱ,greatness,vocabulary,"Grandeur, importance, nobility",ମହତ୍ତ୍ୱ ର ମଧୁର କିରଣ,Sweet rays of the greatness,advanced
3264,ଉଚ୍ଚତା,height,vocabulary,"Elevation, loftiness, superiority",ଉଚ୍ଚତା ର ମଧୁର କିରଣ,Sweet rays of the height,advanced
3265,ଗାମ୍ଭୀର୍ଯ୍ୟ,depth,vocabulary,"Profundity, seriousness, gravity",ଗାମ୍ଭୀର୍ଯ୍ୟ ର ମଧୁର କିରଣ,Sweet rays of the depth,advanced
3266,ଗଭୀରତା,profundity,vocabulary,"Depth, seriousness, intensity",ଗଭୀରତା ର ମଧୁର କିରଣ,Sweet rays of the profundity,advanced
3267,ବ୍ୟାପକତା,extensiveness,vocabulary,"Wideness, comprehensiveness, scope",ବ୍ୟାପକତା ର ମଧୁର କିରଣ,Sweet rays of the extensiveness,advanced
3268,ବିସ୍ତୃତି,expansion,vocabulary,"Extension, spread, growth",ବିସ୍ତୃତି ର ମଧୁର କିରଣ,Sweet rays of the expansion,advanced
3269,ପ୍ରସାର,spread,vocabulary,"Extension, expansion, dissemination",ପ୍ରସାର ର ମଧୁର କିରଣ,Sweet rays of the spread,advanced
3270,ବିସ୍ତାର,extension,vocabulary,"Expansion, spread, enlargement",ବିସ୍ତାର ର ମଧୁର କିରଣ,Sweet rays of the extension,advanced
3271,ସଂକୋଚନ,contraction,vocabulary,"Shrinking, reduction, compression",ସଂକୋଚନ ର ମଧୁର କିରଣ,Sweet rays of the contraction,advanced
3272,ସଂକୁଚିତତା,narrowness,vocabulary,"Limitedness, restriction, confinement",ସଂକୁଚିତତା ର ମଧୁର କିରଣ,Sweet rays of the narrowness,advanced
3273,ସୀମିତତା,limitation,vocabulary,"Restriction, confinement, boundary",ସୀମିତତା ର ମଧୁର କିରଣ,Sweet rays of the limitation,advanced
3274,ପରିସୀମା,boundary,vocabulary,"Limit, border, edge",ପରିସୀମା ର ମଧୁର କିରଣ,Sweet rays of the boundary,advanced
3275,ସୀମା,limit,vocabulary,"Boundary, border, edge",ସୀମା ର ମଧୁର କିରଣ,Sweet rays of the limit,advanced
3276,ସନ୍ଧି,border,vocabulary,"Boundary, frontier, limit",ସନ୍ଧି ର ମଧୁର କିରଣ,Sweet rays of the border,advanced
3277,ସୀମାନ୍ତ,frontier,vocabulary,"Border, boundary, limit",ସୀମାନ୍ତ ର ମଧୁର କିରଣ,Sweet rays of the frontier,advanced
3278,ଅନ୍ତ,end,vocabulary,"Limit, boundary, conclusion",ଅନ୍ତ ର ମଧୁର କିରଣ,Sweet rays of the end,advanced
3279,ଶେଷ,end,vocabulary,"Conclusion, finish, termination",ଶେଷ ର ମଧୁର କିରଣ,Sweet rays of the end,advanced
3280,ସମାପ୍ତି,completion,vocabulary,"End, conclusion, finish",ସମାପ୍ତି ର ମଧୁର କିରଣ,Sweet rays of the completion,advanced
3281,ପରିଣତି,culmination,vocabulary,"Climax, conclusion, result",ପରିଣତି ର ମଧୁର କିରଣ,Sweet rays of the culmination,advanced
3282,ଚରମ,ultimate,vocabulary,"Final, extreme, utmost",ଚରମ ର ମଧୁର କିରଣ,Sweet rays of the ultimate,advanced
3283,ଅତ୍ୟୁତ୍ତମ,supreme,vocabulary,"Highest, best, ultimate",ଅତ୍ୟୁତ୍ତମ ର ମଧୁର କିରଣ,Sweet rays of the supreme,advanced
3284,ଶ୍ରେଷ୍ଠ,best,vocabulary,"Finest, excellent, superior",ଶ୍ରେଷ୍ଠ ର ମଧୁର କିରଣ,Sweet rays of the best,advanced
3285,ଉତ୍କୃଷ୍ଟ,excellent,vocabulary,"Superior, outstanding, fine",ଉତ୍କୃଷ୍ଟ ର ମଧୁର କିରଣ,Sweet rays of the excellent,advanced
3286,ଅତୁଳନୀୟ,incomparable,vocabulary,"Matchless, peerless, unique",ଅତୁଳନୀୟ ର ମଧୁର କିରଣ,Sweet rays of the incomparable,advanced
3287,ଅଦ୍ୱିତୀୟ,unparalleled,vocabulary,"Unique, matchless, peerless",ଅଦ୍ୱିତୀୟ ର ମଧୁର କିରଣ,Sweet rays of the unparalleled,advanced
3288,ଅନନ୍ୟ,unique,vocabulary,"Singular, distinctive, special",ଅନନ୍ୟ ର ମଧୁର କିରଣ,Sweet rays of the unique,advanced
3289,ବିଶିଷ୍ଟ,distinguished,vocabulary,"Eminent, notable, prominent",ବିଶିଷ୍ଟ ର ମଧୁର କିରଣ,Sweet rays of the distinguished,advanced
3290,ପ୍ରଖ୍ୟାତ,famous,vocabulary,"Renowned, celebrated, noted",ପ୍ରଖ୍ୟାତ ର ମଧୁର କିରଣ,Sweet rays of the famous,advanced
3291,ବିଖ୍ୟାତ,renowned,vocabulary,"Famous, celebrated, eminent",ବିଖ୍ୟାତ ର ମଧୁର କିରଣ,Sweet rays of the renowned,advanced
3292,ପ୍ରସିଦ୍ଧ,well-known,vocabulary,"Famous, renowned, celebrated",ପ୍ରସିଦ୍ଧ ର ମଧୁର କିରଣ,Sweet rays of the well-known,advanced
3293,ଖ୍ୟାତ,celebrated,vocabulary,"Famous, renowned, eminent",ଖ୍ୟାତ ର ମଧୁର କିରଣ,Sweet rays of the celebrated,advanced
3294,ଅଜ୍ଞାତ,unknown,vocabulary,"Unfamiliar, obscure, anonymous",ଅଜ୍ଞାତ ର ମଧୁର କିରଣ,Sweet rays of the unknown,advanced
3295,ଅପରିଚିତ,unfamiliar,vocabulary,"Unknown, strange, new",ଅପରିଚିତ ର ମଧୁର କିରଣ,Sweet rays of the unfamiliar,advanced
3296,ଅପ୍ରସିଦ୍ଧ,obscure,vocabulary,"Unknown, little-known, unclear",ଅପ୍ରସିଦ୍ଧ ର ମଧୁର କିରଣ,Sweet rays of the obscure,advanced
3297,ଗୁପ୍ତ,secret,vocabulary,"Hidden, confidential, private",ଗୁପ୍ତ ର ମଧୁର କିରଣ,Sweet rays of the secret,advanced
3298,ରହସ୍ୟ,mystery,vocabulary,"Secret, enigma, puzzle",ରହସ୍ୟ ର ମଧୁର କିରଣ,Sweet rays of the mystery,advanced
3299,ଗୋପନୀୟ,confidential,vocabulary,"Secret, private, classified",ଗୋପନୀୟ ର ମଧୁର କିରଣ,Sweet rays of the confidential,advanced
3300,ନିଜସ୍ୱ,personal,vocabulary,"Private, individual, own",ନିଜସ୍ୱ ର ମଧୁର କିରଣ,Sweet rays of the personal,advanced
3301,ବ୍ୟକ୍ତିଗତ,individual,vocabulary,"Personal, private, particular",ବ୍ୟକ୍ତିଗତ ର ମଧୁର କିରଣ,Sweet rays of the individual,advanced
3302,ସାଧାରଣ,general,vocabulary,"Common, public, universal",ସାଧାରଣ ର ମଧୁର କିରଣ,Sweet rays of the general,advanced
3303,ସାର୍ବଜନୀନ,universal,vocabulary,"General, common, worldwide",ସାର୍ବଜନୀନ ର ମଧୁର କିରଣ,Sweet rays of the universal,advanced
3304,ସର୍ବତ୍ର,everywhere,vocabulary,"Universal, omnipresent, all places",ସର୍ବତ୍ର ର ମଧୁର କିରଣ,Sweet rays of the everywhere,advanced
3305,ସର୍ବଦା,always,vocabulary,"Forever, perpetually, constantly",ସର୍ବଦା ର ମଧୁର କିରଣ,Sweet rays of the always,advanced
3306,ଚିରନ୍ତନ,perpetual,vocabulary,"Eternal, everlasting, continuous",ଚିରନ୍ତନ ର ମଧୁର କିରଣ,Sweet rays of the perpetual,advanced
3307,ନିରନ୍ତର,continuous,vocabulary,"Constant, uninterrupted, continual",ନିରନ୍ତର ର ମଧୁର କିରଣ,Sweet rays of the continuous,advanced
3308,ଅବିରତ,uninterrupted,vocabulary,"Continuous, constant, steady",ଅବିରତ ର ମଧୁର କିରଣ,Sweet rays of the uninterrupted,advanced
3309,ଅବ୍ଚ୍ଛିନ୍ନ,unbroken,vocabulary,"Continuous, uninterrupted, steady",ଅବ୍ଚ୍ଛିନ୍ନ ର ମଧୁର କିରଣ,Sweet rays of the unbroken,advanced
3310,ସ୍ଥିର,steady,vocabulary,"Constant, stable, firm",ସ୍ଥିର ର ମଧୁର କିରଣ,Sweet rays of the steady,advanced
3311,ଅଚଳ,immovable,vocabulary,"Fixed, stationary, stable",ଅଚଳ ର ମଧୁର କିରଣ,Sweet rays of the immovable,advanced
3312,ସ୍ଥାୟୀ,permanent,vocabulary,"Lasting, enduring, fixed",ସ୍ଥାୟୀ ର ମଧୁର କିରଣ,Sweet rays of the permanent,advanced
3313,ନିୟମିତ,regular,vocabulary,"Systematic, orderly, consistent",ନିୟମିତ ର ମଧୁର କିରଣ,Sweet rays of the regular,advanced
3314,ବାରମ୍ବାର,repeatedly,vocabulary,"Frequently, often, again and again",ବାରମ୍ବାର ର ମଧୁର କିରଣ,Sweet rays of the repeatedly,advanced
3315,ପୁନଃପୁନଃ,repeatedly,vocabulary,"Again and again, frequently",ପୁନଃପୁନଃ ର ମଧୁର କିରଣ,Sweet rays of the repeatedly,advanced
3316,ଅନେକବାର,many times,vocabulary,"Frequently, repeatedly, often",ଅନେକବାର ର ମଧୁର କିରଣ,Sweet rays of the many times,advanced
3317,ବହୁତ,much,vocabulary,"Many, numerous, plenty",ବହୁତ ର ମଧୁର କିରଣ,Sweet rays of the much,advanced
3318,ଅଧିକ,more,vocabulary,"Greater, additional, extra",ଅଧିକ ର ମଧୁର କିରଣ,Sweet rays of the more,advanced
3319,ଅତ୍ୟଧିକ,excessive,vocabulary,"Too much, extreme, undue",ଅତ୍ୟଧିକ ର ମଧୁର କିରଣ,Sweet rays of the excessive,advanced
3320,ପ୍ରଚୁର,abundant,vocabulary,"Plentiful, copious, ample",ପ୍ରଚୁର ର ମଧୁର କିରଣ,Sweet rays of the abundant,advanced
3321,ପର୍ଯ୍ୟାପ୍ତ,sufficient,vocabulary,"Adequate, enough, satisfactory",ପର୍ଯ୍ୟାପ୍ତ ର ମଧୁର କିରଣ,Sweet rays of the sufficient,advanced
3322,ଅପର୍ଯ୍ୟାପ୍ତ,insufficient,vocabulary,"Inadequate, not enough, deficient",ଅପର୍ଯ୍ୟାପ୍ତ ର ମଧୁର କିରଣ,Sweet rays of the insufficient,advanced
3323,ଅଳ୍ପ,little,vocabulary,"Small, few, scarce",ଅଳ୍ପ ର ମଧୁର କିରଣ,Sweet rays of the little,advanced
3324,ସ୍ୱଳ୍ପ,scanty,vocabulary,"Meager, sparse, limited",ସ୍ୱଳ୍ପ ର ମଧୁର କିରଣ,Sweet rays of the scanty,advanced
3325,ନ୍ୟୂନ,deficient,vocabulary,"Insufficient, lacking, short",ନ୍ୟୂନ ର ମଧୁର କିରଣ,Sweet rays of the deficient,advanced
3326,ହ୍ରାସ,decrease,vocabulary,"Reduction, decline, diminution",ହ୍ରାସ ର ମଧୁର କିରଣ,Sweet rays of the decrease,advanced
3327,ଅବନତି,decline,vocabulary,"Deterioration, decay, downfall",ଅବନତି ର ମଧୁର କିରଣ,Sweet rays of the decline,advanced
3328,ପତନ,fall,vocabulary,"Drop, descent, collapse",ପତନ ର ମଧୁର କିରଣ,Sweet rays of the fall,advanced
3329,ଉନ୍ନତି,rise,vocabulary,"Increase, improvement, advancement",ଉନ୍ନତି ର ମଧୁର କିରଣ,Sweet rays of the rise,advanced
3330,ବୃଦ୍ଧି,growth,vocabulary,"Increase, expansion, development",ବୃଦ୍ଧି ର ମଧୁର କିରଣ,Sweet rays of the growth,advanced
3331,ପ୍ରବର୍ଦ୍ଧନ,promotion,vocabulary,"Encouragement, advancement, support",ପ୍ରବର୍ଦ୍ଧନ ର ମଧୁର କିରଣ,Sweet rays of the promotion,advanced
3332,ସଂବର୍ଦ୍ଧନ,nurturing,vocabulary,"Cultivation, fostering, development",ସଂବର୍ଦ୍ଧନ ର ମଧୁର କିରଣ,Sweet rays of the nurturing,advanced
3333,ପାଳନ,rearing,vocabulary,"Raising, nurturing, bringing up",ପାଳନ ର ମଧୁର କିରଣ,Sweet rays of the rearing,advanced
3334,ପୋଷଣ,nourishment,vocabulary,"Feeding, sustaining, support",ପୋଷଣ ର ମଧୁର କିରଣ,Sweet rays of the nourishment,advanced
3335,ପ୍ରତିପାଳନ,maintenance,vocabulary,"Support, sustenance, upkeep",ପ୍ରତିପାଳନ ର ମଧୁର କିରଣ,Sweet rays of the maintenance,advanced
3336,ରକ୍ଷଣ,preservation,vocabulary,"Protection, conservation, saving",ରକ୍ଷଣ ର ମଧୁର କିରଣ,Sweet rays of the preservation,advanced
3337,ସଂରକ୍ଷଣ,conservation,vocabulary,"Preservation, protection, maintenance",ସଂରକ୍ଷଣ ର ମଧୁର କିରଣ,Sweet rays of the conservation,advanced
3338,ପରିରକ୍ଷଣ,safeguarding,vocabulary,"Protection, defense, security",ପରିରକ୍ଷଣ ର ମଧୁର କିରଣ,Sweet rays of the safeguarding,advanced
3339,ପ୍ରତିରକ୍ଷା,defense,vocabulary,"Protection, security, safeguard",ପ୍ରତିରକ୍ଷା ର ମଧୁର କିରଣ,Sweet rays of the defense,advanced
3340,ସୁରକ୍ଷା,security,vocabulary,"Safety, protection, defense",ସୁରକ୍ଷା ର ମଧୁର କିରଣ,Sweet rays of the security,advanced
3341,ନିରାପତ୍ତା,safety,vocabulary,"Security, protection, assurance",ନିରାପତ୍ତା ର ମଧୁର କିରଣ,Sweet rays of the safety,advanced
3342,ଆଶ୍ୱାସନ,assurance,vocabulary,"Confidence, guarantee, comfort",ଆଶ୍ୱାସନ ର ମଧୁର କିରଣ,Sweet rays of the assurance,advanced
3343,ବିଶ୍ୱାସ,trust,vocabulary,"Faith, confidence, belief",ବିଶ୍ୱାସ ର ମଧୁର କିରଣ,Sweet rays of the trust,advanced
3344,ଆଶା,hope,vocabulary,"Expectation, optimism, desire",ଆଶା ର ମଧୁର କିରଣ,Sweet rays of the hope,advanced
3345,ଆକାଂକ୍ଷା,aspiration,vocabulary,"Ambition, desire, goal",ଆକାଂକ୍ଷା ର ମଧୁର କିରଣ,Sweet rays of the aspiration,advanced
3346,ଇଚ୍ଛା,desire,vocabulary,"Wish, want, longing",ଇଚ୍ଛା ର ମଧୁର କିରଣ,Sweet rays of the desire,advanced
3347,ଅଭିଳାଷ,longing,vocabulary,"Desire, yearning, craving",ଅଭିଳାଷ ର ମଧୁର କିରଣ,Sweet rays of the longing,advanced
3348,ଲାଳସା,craving,vocabulary,"Strong desire, longing, appetite",ଲାଳସା ର ମଧୁର କିରଣ,Sweet rays of the craving,advanced
